NN,NB,C45,SVML,SVMQ,RandF,RotF,bayesNet,
0.791044776119403,0.5373134328358209,0.6716417910447761,0.6417910447761195,0.7611940298507462,0.7611940298507462,0.7611940298507462,0.7611940298507462,
